Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed	Parsimony	default~rq_126_sn sum	default~rq_127n_sn sum	default~rq_127c_sn sum	default~rq_128n_sn sum	default~rq_128c_sn sum	default~rq_129n_sn sum	default~rq_129c_sn sum	default~rq_130n_sn sum	default~rq_130c_sn sum	default~rq_131_sn sum	default~rq_131c_sn sum
sp|P39748|FEN1_HUMAN	FEN1	FEN1_HUMAN Flap endonuclease 1	4856	103	C	UR	8326	7193.32	15435.2	9583.13	17218.6	20463.7	19485.7	22234.6	24950.5	15228.3	18818.4
sp|P49754|VPS41_HUMAN	VPS41	VPS41_HUMAN Vacuolar protein sorting-associated protein 41 homolog	4857	53	C	UR	12375.9	11347.2	11832.3	15728.8	18258.4	6371.84	9421.77	5237.21	10545.3	8975.37	8391.13
sp|Q9BRK5|CAB45_HUMAN	SDF4	CAB45_HUMAN 45 kDa calcium-binding protein	4858	78	C	UR	13973.8	11900.2	12905.9	8496.56	13535.4	14882.6	21419.5	9271.67	15632.2	13838.4	13685.9
sp|Q6P444|MTFR2_HUMAN	MTFR2	MTFR2_HUMAN Mitochondrial fission regulator 2	4859	9	C	UR	777.527	959.684	827.148	780.377	512.28	523.048	907.433	967.877	870.641	962.778	1019.23
sp|Q14108|SCRB2_HUMAN	SCARB2	SCRB2_HUMAN Lysosome membrane protein 2	4860	66	C	UR	41867.7	18033.6	13762.7	9171.77	9392.64	5493.51	5638.63	8418.79	9547.79	12169.2	8728.27
sp|O15541|R113A_HUMAN	RNF113A	R113A_HUMAN RING finger protein 113A	4861	24	C	UR	4650.25	3426.12	4651.64	5141.75	3739.58	5415.67	5668.38	3303.44	4942.48	5005.24	5301.84
sp|O75689|ADAP1_HUMAN	ADAP1	ADAP1_HUMAN Arf-GAP with dual PH domain-containing protein 1	4862	10	C	UR	2691.18	1257.65	974.712	6033.8	939.101	1366.16	1381.42	1299.3	1495.88	1746.5	1766.15
sp|Q9BW83|IFT27_HUMAN	IFT27	IFT27_HUMAN Intraflagellar transport protein 27 homolog	4863	25	C	UR	6967.75	726.353	6706.48	4289.9	5915.13	2711.77	2247.1	2899.25	815.94	2350.04	2282.14
sp|P50281|MMP14_HUMAN	MMP14	MMP14_HUMAN Matrix metalloproteinase-14	4864	15	C	UR	257.181	217.058	265.082	272.698	278.164	300.817	678.953	3278.72	869.529	11303.8	10619.3
sp|O15229|KMO_HUMAN	KMO	KMO_HUMAN Kynurenine 3-monooxygenase	4865	71	C	UR	56391.1	2246.9	47230.8	2130.3	26167.3	1727.44	2577.36	1631.74	1876.42	2191.39	2058.53
sp|Q9NPH0|PPA6_HUMAN	ACP6	PPA6_HUMAN Lysophosphatidic acid phosphatase type 6	4866	41	C	UR	15452.4	9017.7	16759.4	7213.04	5306.32	3727.93	3806.37	3863.41	2253.86	4289.24	3986.62
sp|Q8NCN5|PDPR_HUMAN	PDPR	PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	4867	88	C	UR	30530.3	8969.82	16896.8	12620.9	11536.2	19976.2	13413.5	15717.6	11842.7	15674.6	13552.8
sp|Q9BX59|TPSNR_HUMAN	TAPBPL	TPSNR_HUMAN Tapasin-related protein	4868	5	C	UR	299.925	818.925	1094.71	1354.21	1595.03	1581.48	335.504	500.47	454.565	589.773	646.82
sp|Q96HL8|SH3Y1_HUMAN	SH3YL1	SH3Y1_HUMAN SH3 domain-containing YSC84-like protein 1	4869	11	C	UR	1819.7	1252.3	4436.04	3373.26	5090.06	611.02	1150.85	394.518	513.753	1361.76	1214.53
sp|O43462|MBTP2_HUMAN	MBTPS2	MBTP2_HUMAN Membrane-bound transcription factor site-2 protease	4870	1	C	UR	22.4936	37.6309	31.9323	90.1788	76.3592	47.4596	31.2606	16.7194	53.0812	47.5822	50.7865
sp|P51003|PAPOA_HUMAN	PAPOLA	PAPOA_HUMAN Poly(A) polymerase alpha	4871	76	C	UR	11807.8	11907.3	12699.6	25630.5	17275	14600.7	17103	22151.6	15365.2	15547.5	14069
sp|Q9BWT3|PAPOG_HUMAN	PAPOLG	PAPOG_HUMAN Poly(A) polymerase gamma	4871	16	C	UR	1312.34	1206.77	1322.16	1381.89	1261.41	5236.71	3525.94	3790.53	2959.81	2678.88	2474.32
sp|Q08722|CD47_HUMAN	CD47	CD47_HUMAN Leukocyte surface antigen CD47	4872	21	C	UR	5265.09	2125.18	1437.57	3179.02	2288.48	3239.01	18232.7	1902.53	2357.03	2311.8	2060.25
sp|Q6GMR7|FAAH2_HUMAN	FAAH2	FAAH2_HUMAN Fatty-acid amide hydrolase 2	4873	3	C	UR	671.622	418.945	388.872	455.189	401.374	387.239	476.856	329.308	253.033	301.51	227.844
sp|Q9NRC1|ST7_HUMAN	ST7	ST7_HUMAN Suppressor of tumorigenicity 7 protein	4874	16	C	UR	4057.55	4261.29	3803.04	2672.75	4577.4	3397.01	3803.02	2637.21	4568.93	4993.87	6507.15
sp|Q15599|NHRF2_HUMAN	SLC9A3R2	NHRF2_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF2	4875	61	C	UR	9060.67	5118.41	5137.74	11729.2	8531.68	6114.01	8020.33	8859.35	12401.2	7205.54	7187.6
sp|Q2YD98|UVSSA_HUMAN	UVSSA	UVSSA_HUMAN UV-stimulated scaffold protein A	4876	5	C	UR	375.808	480.678	272.115	751.005	413.415	382.556	277.934	286.619	446.668	353.916	412.605
sp|Q9NQZ5|STAR7_HUMAN	STARD7	STAR7_HUMAN StAR-related lipid transfer protein 7, mitochondrial	4877	12	C	UR	2416.29	1517.79	2296.46	1597.34	1535.83	2757.73	2064.12	2981.33	2096.75	2133.12	2313.78
sp|P29401-2|TKT_HUMAN	TKT	TKT_HUMAN Isoform 2 of Transketolase	4878	455	C	UR	57009.8	75979.8	86373.3	106670	74833.3	61636.2	48815.1	40316.9	73044.2	61190.7	61186.2
sp|Q96JB5|CK5P3_HUMAN	CDK5RAP3	CK5P3_HUMAN CDK5 regulatory subunit-associated protein 3	4879	95	C	UR	13647.6	26061	22041.9	15095.8	21480.9	11991.3	15518.7	11749.6	20941.2	21303.1	18661.5
sp|P21583|SCF_HUMAN	KITLG	SCF_HUMAN Kit ligand	4880	4	C	UR	319.661	2216.24	954.719	851.217	512.556	531.754	545.651	449.2	446.611	634.844	565.487
sp|P09132|SRP19_HUMAN	SRP19	SRP19_HUMAN Signal recognition particle 19 kDa protein	4881	58	C	UR	13953.7	12801.3	13852.1	10758.7	10073.8	6227.42	11687.1	10736.2	8605.9	6574.73	6685.33
sp|O14737|PDCD5_HUMAN	PDCD5	PDCD5_HUMAN Programmed cell death protein 5	4882	39	C	UR	1957.79	4721.26	4033.13	7161.78	4006.39	9189.64	7855.59	13512.2	6689.14	5967.98	5979.55
sp|Q96MX3|ZNF48_HUMAN	ZNF48	ZNF48_HUMAN Zinc finger protein 48	4883	10	C	UR	850.402	919.256	602.451	810.191	699.778	1415.22	1403.71	800.427	1124.61	963.383	892.594
sp|Q9BRA2|TXD17_HUMAN	TXNDC17	TXD17_HUMAN Thioredoxin domain-containing protein 17	4884	32	C	UR	5988.79	5557.94	11097.4	7152.63	5103.43	3469.26	3559.21	4619.85	5060.96	4621.92	6206.21
sp|Q9UL45|BL1S6_HUMAN	BLOC1S6	BL1S6_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 6	4885	10	C	UR	1090.4	1072.69	1050.05	1372	1883.72	1008.75	936.44	1089.65	1663.12	1046.03	959.119
sp|Q9C0C4|SEM4C_HUMAN	SEMA4C	SEM4C_HUMAN Semaphorin-4C	4886	16	C	UR	1261.55	2742.64	2665.76	2446.15	922.645	2388.2	3072.16	3996.16	1581.14	3621.45	3397.55
sp|Q7L5Y9|MAEA_HUMAN	MAEA	MAEA_HUMAN Macrophage erythroblast attacher	4887	31	C	UR	2489.05	3757.27	3957.99	3786.74	3485.62	3603.71	3697.77	4191.42	4492.35	3036.6	2995.85
sp|Q8IXH7|NELFD_HUMAN	NELFCD	NELFD_HUMAN Negative elongation factor C/D	4888	42	C	UR	6808.63	6404.54	9362.5	11473.4	10007.9	12264.2	10666.2	7554.63	10725.7	10474.6	9323.37
sp|O15297|PPM1D_HUMAN	PPM1D	PPM1D_HUMAN Protein phosphatase 1D	4889	12	C	UR	495.559	535.024	883.617	962.535	5552.75	1029.56	1252.39	1515.38	1267.48	1983.69	2141.57
sp|Q9UHY1|NRBP_HUMAN	NRBP1	NRBP_HUMAN Nuclear receptor-binding protein	4890	39	C	UR	3747.86	5493.17	5938.59	8111.23	3654.33	8053.13	6462.32	6801.63	10940.2	9295.83	8829.34
sp|Q8TBE9|NANP_HUMAN	NANP	NANP_HUMAN N-acylneuraminate-9-phosphatase	4891	9	C	UR	1027.42	869.316	6313.1	849.099	2343.9	904.954	1014.28	1565.05	1359.65	1675.42	1565.69
sp|Q14956|GPNMB_HUMAN	GPNMB	GPNMB_HUMAN Transmembrane glycoprotein NMB	4892	27	C	UR	695.445	23304.5	1621.63	3862.77	772.514	1890.22	3776.74	628.169	846.443	6306.18	5872.57
sp|Q9UBY8|CLN8_HUMAN	CLN8	CLN8_HUMAN Protein CLN8	4893	6	C	UR	331.655	569.983	360.022	587.603	420.156	283.999	701.115	525.359	514.561	972.162	851.41
sp|Q86W10|CP4Z1_HUMAN	CYP4Z1	CP4Z1_HUMAN Cytochrome P450 4Z1	4894	15	C	UR	22048.3	576.791	1774.59	373.193	454.497	373.235	334.944	351.202	419.533	496.19	526.01
sp|Q8N6R0|MET13_HUMAN	METTL13	MET13_HUMAN Methyltransferase-like protein 13	4895	79	C	UR	10566.7	13395.3	10655.2	19090.4	15290.3	10733.6	13396.1	8466.13	7659.22	9733.53	10428.8
sp|Q8N4S9|MALD2_HUMAN	MARVELD2	MALD2_HUMAN MARVEL domain-containing protein 2	4896	21	C	UR	8327.31	6884.16	3180.75	3406.15	3415.96	1354.32	2882.7	1082.79	3686.34	2229.96	2915.18
sp|Q9BVJ7|DUS23_HUMAN	DUSP23	DUS23_HUMAN Dual specificity protein phosphatase 23	4897	30	C	UR	5449.43	4296.92	4421.63	5006.56	4211.5	2968.18	1794.4	2225.76	2677.14	2637.89	2701.74
sp|Q969M1|TM40L_HUMAN	TOMM40L	TM40L_HUMAN Mitochondrial import receptor subunit TOM40B	4898	8	C	UR	2694.23	1749.89	2111.67	873.202	1782.39	793.372	734.269	523.284	393.383	1180.26	989.258
sp|Q8IU60|DCP2_HUMAN	DCP2	DCP2_HUMAN m7GpppN-mRNA hydrolase	4899	14	C	UR	3646	3231.89	2395.16	3774.1	1875.79	2176.42	4292.17	2296.9	3575.34	2530.42	2664.18
sp|P43250-2|GRK6_HUMAN	GRK6	GRK6_HUMAN Isoform GRK6B of G protein-coupled receptor kinase 6	4900	25	C	UR	1842	3944.33	2537.48	4679.52	4080.83	2741.95	3021.02	4390.27	2327.07	3759.51	3900.97
sp|P34947|GRK5_HUMAN	GRK5	GRK5_HUMAN G protein-coupled receptor kinase 5	4900	3	C	UR	145.252	323.433	132.187	358.443	295.196	301.983	286.89	323.016	324.936	244.662	187.126
sp|Q5HYI8|RABL3_HUMAN	RABL3	RABL3_HUMAN Rab-like protein 3	4901	57	C	UR	12817.7	7748.68	9371.64	9052.37	11662.8	7423.97	5337.05	5438.04	5217.12	6159.73	6623.9
sp|Q96QT6|PHF12_HUMAN	PHF12	PHF12_HUMAN PHD finger protein 12	4902	17	C	UR	1841.57	2161.39	1967.86	2294.84	2580.59	2567.54	3587.78	2321.42	2213.68	3156.4	2789.62
sp|Q9NWV8|BABA1_HUMAN	BABAM1	BABA1_HUMAN BRISC and BRCA1-A complex member 1	4903	39	C	UR	5603.44	5331.16	5202.4	7553.04	7378.61	8221.32	6006.62	5614.02	7052.41	6000.78	5839.64
sp|O94817|ATG12_HUMAN	ATG12	ATG12_HUMAN Ubiquitin-like protein ATG12	4904	8	C	UR	1155.46	1983.36	1392.69	1890.25	2345.27	1434.91	2181.21	2033.18	3648.14	2673.41	1918.67
sp|Q14376|GALE_HUMAN	GALE	GALE_HUMAN UDP-glucose 4-epimerase	4905	63	C	UR	8179.87	4773.49	9249.69	11964.3	3593.63	9945.56	2936.28	4694.45	12242.8	6185.66	5908.78
sp|Q9Y5W9|SNX11_HUMAN	SNX11	SNX11_HUMAN Sorting nexin-11	4906	10	C	UR	2670.19	1067.11	1136.86	1624.24	10464.7	1294.62	2786.6	1580.6	1605.15	1789.74	1643.45
sp|P81605|DCD_HUMAN_contaminant	DCD	DCD_HUMAN_contaminant Dermcidin	4907	8	C	UR	20375.4	638.263	3289.63	602.801	681.967	865.209	602.109	601.703	666.575	611.896	439.523
sp|Q86VN1|VPS36_HUMAN	VPS36	VPS36_HUMAN Vacuolar protein-sorting-associated protein 36	4908	54	C	UR	2915.75	7118.27	8312.68	12873.2	12879.3	6208.84	5367.22	11310.5	6843.55	6539.99	5851.54
sp|P61513|RL37A_HUMAN	RPL37A	RL37A_HUMAN 60S ribosomal protein L37a	4909	56	C	UR	9402.64	9382.43	8706.96	10044.4	9076.98	9710.8	13907	11766.1	11920.6	12159.6	15565.9
sp|O43653|PSCA_HUMAN	PSCA	PSCA_HUMAN Prostate stem cell antigen	4910	5	C	UR	358.102	56.9797	1667.13	65.6632	5980.99	87.4028	289.379	74.1452	69.5393	209.324	230.437
sp|Q8NBR6|FA63B_HUMAN	FAM63B	FA63B_HUMAN Protein FAM63B	4911	3	C	UR	162.363	142.102	173.05	115.281	235.555	171.85	704.375	168.862	169.733	134.104	163.216
sp|P07738|PMGE_HUMAN	BPGM	PMGE_HUMAN Bisphosphoglycerate mutase	4912	7	C	UR	547.676	663.518	815.31	572.728	635.387	657.297	646.138	526.655	765.358	1100.02	1391
sp|P06400|RB_HUMAN	RB1	RB_HUMAN Retinoblastoma-associated protein	4913	62	C	UR	4536.61	6070.99	6562.39	15396.5	8345.85	2266.64	9310.28	1754.16	26647.3	13417.2	13336.7
sp|Q8NBF6|AVL9_HUMAN	AVL9	AVL9_HUMAN Late secretory pathway protein AVL9 homolog	4914	34	C	UR	5749.81	9736.3	8228.17	13456.9	6627.11	3160.04	3006.81	2984.52	2133.82	4916.36	4697.23
sp|Q03518|TAP1_HUMAN	TAP1	TAP1_HUMAN Antigen peptide transporter 1	4915	63	C	UR	4571.49	21981.9	8046.21	6923.47	1967.8	5250.11	2356	5611.88	6794.08	13835.9	12292.1
sp|O00178|GTPB1_HUMAN	GTPBP1	GTPB1_HUMAN GTP-binding protein 1	4916	59	C	UR	9916.28	9786.75	9293.36	7964.89	10685.3	7536.43	7134.52	9404.41	9634.83	7855.6	7779.76
sp|Q07352|TISB_HUMAN	ZFP36L1	TISB_HUMAN Zinc finger protein 36, C3H1 type-like 1	4917	17	C	UR	1153.12	2093.61	1287.53	990.44	2093.98	1694.42	1327.67	3319.87	6375.27	1706.97	2095.4
sp|P47974|TISD_HUMAN	ZFP36L2	TISD_HUMAN Zinc finger protein 36, C3H1 type-like 2	4917	17	C	UR	1090.02	652.041	1942.18	1064.83	3030.4	3126.84	2246.74	2630.82	2286.53	2610.83	2498.8
sp|Q8N0Z8|PUSL1_HUMAN	PUSL1	PUSL1_HUMAN tRNA pseudouridine synthase-like 1	4918	20	C	UR	3118.85	2131.89	2886.5	1782.04	2214.79	2956.91	3599.5	1917.97	1944.27	2517.4	2344.91
sp|Q7Z3B4|NUP54_HUMAN	NUP54	NUP54_HUMAN Nucleoporin p54	4919	108	C	UR	18894.4	21891.9	18079.5	16257	16127.1	19016.6	20096.1	24061.7	20242.1	21402.5	20882.5
sp|Q9UFN0|NPS3A_HUMAN	NIPSNAP3A	NPS3A_HUMAN Protein NipSnap homolog 3A	4920	45	C	UR	5511.85	10916.8	11674.5	11866.5	8305.78	8708.76	5545.63	5550.41	11092.2	9916.58	8952.29
sp|Q86UA1|PRP39_HUMAN	PRPF39	PRP39_HUMAN Pre-mRNA-processing factor 39	4921	24	C	UR	2974.85	4058.15	3700.58	3876.95	4066.88	4482	3260.44	3889.83	3002.31	3527.56	3190.71
sp|Q494U1|PKHN1_HUMAN	PLEKHN1	PKHN1_HUMAN Pleckstrin homology domain-containing family N member 1	4922	4	C	UR	554.396	1312.42	479.626	981.708	397.905	414.009	460.598	232.506	654.93	602.375	681.393
sp|Q6IA86-6|ELP2_HUMAN	ELP2	ELP2_HUMAN Isoform 6 of Elongator complex protein 2	4923	51	C	UR	3355.38	3769	3043.94	19966.8	4603.78	5957.22	8143.55	6766.4	6689.16	6621.72	5967.87
sp|Q9H4Z3|PCIF1_HUMAN	PCIF1	PCIF1_HUMAN Phosphorylated CTD-interacting factor 1	4924	26	C	UR	1933.74	3413.82	4502.8	4138.58	3364.24	3185.79	3054.66	2988.82	3309.37	3393.53	3234.85
sp|Q9Y5Y2|NUBP2_HUMAN	NUBP2	NUBP2_HUMAN Cytosolic Fe-S cluster assembly factor NUBP2	4925	42	C	UR	6636.38	5937.68	5145.97	9992.15	5581.39	4323.69	6492	6240.93	4942.52	4380.92	4667.45
sp|Q7L2K0|CP059_HUMAN	C16orf59	CP059_HUMAN Uncharacterized protein C16orf59	4926	1	C	UR	108.157	81.6294	50.4053	97.9196	45.4219	67.852	91.1642	103.671	156.539	66.7224	62.8973
sp|Q99638|RAD9A_HUMAN	RAD9A	RAD9A_HUMAN Cell cycle checkpoint control protein RAD9A	4927	11	C	UR	989.047	1987.42	1829.91	4130.64	1281.84	1771.38	1327.74	1074.34	942.018	1650.94	1432.25
sp|Q8TED0|UTP15_HUMAN	UTP15	UTP15_HUMAN U3 small nucleolar RNA-associated protein 15 homolog	4928	95	C	UR	13439.9	13628.1	11491.5	13256.2	10592.3	18685.8	27706.5	19958.3	17381	21974.8	23784
sp|Q01081|U2AF1_HUMAN	U2AF1	U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit	4929	84	C	UR	10556.4	10575.3	10443.6	9299.52	9562.76	13958.9	12684.8	11833.8	10128.2	11389.3	10892.3
sp|Q01081-2|U2AF1_HUMAN	U2AF1	U2AF1_HUMAN Isoform 2 of Splicing factor U2AF 35 kDa subunit	4929	5	C	UR	362.958	191.122	254.961	221.409	263.844	360.737	329.241	217.722	256.811	240.918	424.744
sp|P60981|DEST_HUMAN	DSTN	DEST_HUMAN Destrin	4930	100	C	UR	7332.98	16545.7	14224.8	26605.3	47586.5	7079.02	15405.8	8315.13	21657.1	24209.9	32893.3
sp|Q9Y281|COF2_HUMAN	CFL2	COF2_HUMAN Cofilin-2	4930	44	C	UR	2127.22	3453.24	3581.84	2240.34	3325.15	7840.19	14391.7	31794.6	16312.7	10869.1	9884.54
sp|P23528|COF1_HUMAN	CFL1	COF1_HUMAN Cofilin-1	4930	294	C	UR	27707.5	38016.1	69895.1	103472	60147.9	72153.7	55017.3	74412.7	73869.8	52799.7	65145.8
sp|Q9UKU7|ACAD8_HUMAN	ACAD8	ACAD8_HUMAN Isobutyryl-CoA dehydrogenase, mitochondrial	4931	36	C	UR	11513.1	3720.5	8896.2	7460.17	6962.34	2990.47	2617.74	3102.04	2928.15	5304.28	4749.26
sp|Q02978|M2OM_HUMAN	SLC25A11	M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein	4932	82	C	UR	23283.2	15300	18808.1	10507.8	11100.2	9002.96	8197.05	8452.36	6116.67	14630	14254.5
sp|Q92876|KLK6_HUMAN	KLK6	KLK6_HUMAN Kallikrein-6	4933	1	C	UR	108.636	77.1332	218.83	162.253	73.5971	108.897	93.8459	96.3865	61.8612	91.3686	119.454
sp|Q15468-2|STIL_HUMAN	STIL	STIL_HUMAN Isoform 2 of SCL-interrupting locus protein	4934	6	C	UR	434.503	586.887	390.39	539.395	441.856	991.719	817.292	1484.65	1163.34	680.193	743.161
##sp|Q8WZ42-12|TITIN_HUMAN	##TTN	##TITIN_HUMAN ##Isoform 12 of Titin	4935	14	C	UR	2366.27	3269.63	2634.75	2611.39	3810.72	2013.14	2881.53	2834.4	2122.16	2009.43	2557.87
sp|Q9NPF4|OSGEP_HUMAN	OSGEP	OSGEP_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase	4936	30	C	UR	4806.19	4381.65	3893.81	2480.32	4144.35	3237.34	3002.35	4672.76	3685.28	3189.77	3233.73
sp|P52888|THOP1_HUMAN	THOP1	THOP1_HUMAN Thimet oligopeptidase	4937	97	C	UR	16060.3	20389.8	15570.7	14268.7	13073	19139.5	12736.3	20402.4	24730.4	17368.4	17135.5
sp|Q96IJ6-2|GMPPA_HUMAN	GMPPA	GMPPA_HUMAN Isoform 2 of Mannose-1-phosphate guanyltransferase alpha	4938	60	C	UR	7386.33	10273.6	10961.6	11759	7537.93	5723.97	5549.25	7005.3	6141.86	7538.67	7499.08
sp|Q8IV36|HID1_HUMAN	HID1	HID1_HUMAN Protein HID1	4939	72	C	UR	21471.2	15027.9	21866.1	24084.3	21267.9	2617.85	3292.37	1753.62	2186.52	4601.43	5017.93
sp|Q9NVR0|KLH11_HUMAN	KLHL11	KLH11_HUMAN Kelch-like protein 11	4940	11	C	UR	438.298	797.565	681.571	1159.78	855.893	869.507	945.232	1241.02	1639.14	1243.14	1069.38
sp|Q9HD23|MRS2_HUMAN	MRS2	MRS2_HUMAN Magnesium transporter MRS2 homolog, mitochondrial	4941	10	C	UR	2016.23	1561.71	1768.94	634.435	2155.31	1130.83	1947.28	2370.34	1304.84	4022.27	3052.35
sp|Q06136|KDSR_HUMAN	KDSR	KDSR_HUMAN 3-ketodihydrosphingosine reductase	4942	25	C	UR	3599.33	3946.66	2382.65	3698.2	2405.01	3765.13	2867.26	2086.14	4151.54	8003.82	6828.86
sp|Q96FQ6|S10AG_HUMAN	S100A16	S10AG_HUMAN Protein S100-A16	4943	61	C	UR	8239.44	10993.4	16360.4	17620.5	32052.1	6446.17	2364.06	1960.9	4696.42	4783.14	8179.55
sp|Q9H116|GZF1_HUMAN	GZF1	GZF1_HUMAN GDNF-inducible zinc finger protein 1	4944	6	C	UR	862.039	942.357	729.997	877.782	1310.79	1103.42	1536.2	846.78	1184.32	1883.6	1798.12
sp|Q9Y6Y0|NS1BP_HUMAN	IVNS1ABP	NS1BP_HUMAN Influenza virus NS1A-binding protein	4945	64	C	UR	3488.38	3837.05	6812.78	7009.27	7241.08	13163.2	17191.3	4991.45	19426.5	5191.05	4878.53
sp|P48200|IREB2_HUMAN	IREB2	IREB2_HUMAN Iron-responsive element-binding protein 2	4946	40	C	UR	4547.78	3413.4	5566.29	5601.73	8781.84	7367.4	8376.29	2812.16	7053.39	5400.58	5715.32
sp|P51553|IDH3G_HUMAN	IDH3G	IDH3G_HUMAN Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	4947	55	C	UR	10765	12785.5	7946.77	11661.1	11824.6	7171.67	4997.43	4956.55	4911.44	9895.15	8715.82
sp|P63000-2|RAC1_HUMAN	RAC1	RAC1_HUMAN Isoform B of Ras-related C3 botulinum toxin substrate 1	4948	105	C	UR	25282.5	29977.4	41162.5	30333.2	26831.2	23615.9	21053.8	22688.2	20671.5	29184.6	27691.3
sp|P60763|RAC3_HUMAN	RAC3	RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3	4948	4	C	UR	246.949	287.361	549.968	504.093	607.367	176.903	254.501	189.861	287.636	194.408	159.401
sp|P15153|RAC2_HUMAN	RAC2	RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2	4948	9	C	UR	4251.29	155.457	326.55	746.52	170.586	562.606	712.164	2010.22	463.913	3880.58	4509.03
sp|P84095|RHOG_HUMAN	RHOG	RHOG_HUMAN Rho-related GTP-binding protein RhoG	4948	48	C	UR	4887.48	10546.7	5988.53	7116.53	8394.11	3611.35	10328.4	6182.79	13352.1	11028.4	11018.1
sp|P60953-1|CDC42_HUMAN	CDC42	CDC42_HUMAN Isoform 1 of Cell division control protein 42 homolog	4948	75	C	UR	16123.4	10708.2	14921.8	13787	15941.8	12158.8	12899.9	13136.7	16254.8	14910.6	16151.8
sp|P60953|CDC42_HUMAN	CDC42	CDC42_HUMAN Cell division control protein 42 homolog	4948	46	C	UR	13894.9	12484.5	14796.7	13739.8	16185.2	11518.8	13569.7	14524.6	14410.2	10698.2	10623.1
sp|P58557|YBEY_HUMAN	YBEY	YBEY_HUMAN Putative ribonuclease	4949	11	C	UR	8827.31	1623.06	2939.32	1101.7	776.823	2239.26	2915.58	2252.04	2068.46	1679.04	2412.53
sp|P82664|RT10_HUMAN	MRPS10	RT10_HUMAN 28S ribosomal protein S10, mitochondrial	4950	29	C	UR	8322.49	7193.76	8960.5	5767.69	7731.11	5511.09	5262.16	5192.69	5051.93	6598.34	6887.18
sp|Q9GZN7|ROGDI_HUMAN	ROGDI	ROGDI_HUMAN Protein rogdi homolog	4951	8	C	UR	3277.43	1106.06	813.289	1646.28	1331.75	550.528	839.852	890.664	957.343	833.445	772.221
sp|Q9Y2C4|EXOG_HUMAN	EXOG	EXOG_HUMAN Nuclease EXOG, mitochondrial	4952	11	C	UR	2322.31	1386.28	1274.53	982.744	1230.32	1152.57	2102.32	1354.86	1015.89	1594.01	1474.69
sp|Q9H892-2|TTC12_HUMAN	TTC12	TTC12_HUMAN Isoform 2 of Tetratricopeptide repeat protein 12	4953	5	C	UR	578.658	492.176	452.21	984.399	981.389	792.057	996.163	1045.92	2060.15	1083	971.823
sp|Q12894|IFRD2_HUMAN	IFRD2	IFRD2_HUMAN Interferon-related developmental regulator 2	4954	23	C	UR	2072.44	1914.86	1765.3	2453.55	2218.02	6283.13	3650.5	3777.89	3309.95	3620.6	4079.86
sp|Q9HCE0|EPG5_HUMAN	EPG5	EPG5_HUMAN Ectopic P granules protein 5 homolog	4955	16	C	UR	1566.1	1496.72	890.101	3893.02	1761.47	1114.37	1428.59	1790.97	5453.17	3556.97	3433.82
sp|Q9UJT0|TBE_HUMAN	TUBE1	TBE_HUMAN Tubulin epsilon chain	4956	6	C	UR	443.834	270.522	243.404	288.016	237.35	279.136	407.04	532.818	651.639	435.005	354.397
sp|Q9BT73|PSMG3_HUMAN	PSMG3	PSMG3_HUMAN Proteasome assembly chaperone 3	4957	12	C	UR	4337.4	3243.43	2930.21	2540.58	2489.6	5049.15	3128.39	6157.12	3419.4	3410.24	3004.47
sp|Q9H6R7|CB044_HUMAN	C2orf44	CB044_HUMAN WD repeat-containing protein C2orf44	4958	11	C	UR	653.697	1832.95	735.162	786.667	625.893	887.725	2966.54	2068.7	1600.84	1617.1	1658.49
sp|Q9NRH3|TBG2_HUMAN	TUBG2	TBG2_HUMAN Tubulin gamma-2 chain	4959	56	C	UR	4327.08	4902.13	4514.98	8530.01	5599.81	5631.66	5939.05	9709.91	10544.5	6937.12	7170.75
sp|P23258|TBG1_HUMAN	TUBG1	TBG1_HUMAN Tubulin gamma-1 chain	4959	23	C	UR	1673.64	1801.17	1686.87	3286.66	2020.39	2092.04	2156.33	3782.23	3930.67	2241.08	2231.71
sp|Q6IBS0|TWF2_HUMAN	TWF2	TWF2_HUMAN Twinfilin-2	4960	76	C	UR	10393.8	12678.6	10222.1	11829.5	7816.81	13377.8	18251.4	22652.8	14022	12767.8	12706.9
sp|Q12792|TWF1_HUMAN	TWF1	TWF1_HUMAN Twinfilin-1	4960	91	C	UR	10871.4	14401.9	11002.3	15667.9	13786.3	17568.1	35077.6	15109.4	23239.1	15481.3	14851.3
sp|Q13443|ADAM9_HUMAN	ADAM9	ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9	4961	105	C	UR	16107.1	19469.4	7619.68	10112.6	9871.72	15106.5	18219.8	25983.7	17722.9	21919.8	20526.5
